date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:20:33	53025/53025	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-cf21%22	https://tamalsen.dev/wp-content/uploads/2021/11/tryotel-b2c-cover-1024x768.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/11/tryotel-b2c-cover-1024x768.jpg	(from https://tamalsen.dev/portfolio-category/web-dev/)
12:20:34	88737/88737	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-15aa1%22	https://tamalsen.dev/wp-content/uploads/2021/10/kananaskis-nordic-spa-poster-1024x764.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/10/kananaskis-nordic-spa-poster-1024x764.jpg	(from https://tamalsen.dev/portfolio-category/web-dev/)
12:20:34	36714/36714	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-8f6a%22	https://tamalsen.dev/wp-content/uploads/2021/10/ahigherthought.com-poster-1024x768.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/10/ahigherthought.com-poster-1024x768.jpg	(from https://tamalsen.dev/portfolio-category/web-dev/)
12:20:35	1673996/1673996	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-1befb7%22	https://tamalsen.dev/wp-content/uploads/2021/11/ailabgranada-home-full.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/11/ailabgranada-home-full.jpg	(from https://tamalsen.dev/project/ai-lab-granada/)
12:20:35	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jul%202024%2016:20:38%20GMT	https://tamalsen.dev/?p=218022	D:/new-22-24/tamalsen.dev/index6248.html	(from https://tamalsen.dev/project/ai-lab-granada/)
12:20:35	1157045/1157045	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-11a7b5%22	https://tamalsen.dev/wp-content/uploads/2021/10/khora-website-screenshot-ui-1435x9999.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/10/khora-website-screenshot-ui-1435x9999.jpg	(from https://tamalsen.dev/project/khora-urban-thinkers/)
12:20:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jul%202024%2016:20:39%20GMT	https://tamalsen.dev/?p=217971	D:/new-22-24/tamalsen.dev/index7dde.html	(from https://tamalsen.dev/project/khora-urban-thinkers/)
12:20:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jul%202024%2016:20:39%20GMT	https://tamalsen.dev/?p=217975	D:/new-22-24/tamalsen.dev/index2804.html	(from https://tamalsen.dev/project/tapy/)
12:20:37	807145/807145	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-c50e9%22	https://tamalsen.dev/wp-content/uploads/2021/10/tapy.co-web-screeshot-ui.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/10/tapy.co-web-screeshot-ui.jpg	(from https://tamalsen.dev/project/tapy/)
12:20:37	429193/429193	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-68c89%22	https://tamalsen.dev/wp-content/uploads/2021/10/walkerip.com-web-ui.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/10/walkerip.com-web-ui.jpg	(from https://tamalsen.dev/project/walkerip/)
12:20:37	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jul%202024%2016:20:40%20GMT	https://tamalsen.dev/?p=217980	D:/new-22-24/tamalsen.dev/indexf6c1.html	(from https://tamalsen.dev/project/walkerip/)
12:20:37	337822/337822	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-5279e%22	https://tamalsen.dev/wp-content/uploads/2021/10/walkerip.com-web-contact.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/10/walkerip.com-web-contact.jpg	(from https://tamalsen.dev/project/walkerip/)
12:20:37	393298/393298	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-60052%22	https://tamalsen.dev/wp-content/uploads/2021/11/walkerip.com-web-team.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/11/walkerip.com-web-team.jpg	(from https://tamalsen.dev/project/walkerip/)
12:20:38	1195501/1195501	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-123ded%22	https://tamalsen.dev/wp-content/uploads/2021/10/walkerip.com-web-experience.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/10/walkerip.com-web-experience.jpg	(from https://tamalsen.dev/project/walkerip/)
12:20:38	703238/703238	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-abb06%22	https://tamalsen.dev/wp-content/uploads/2021/11/tryotel-web-journey.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/11/tryotel-web-journey.jpg	(from https://tamalsen.dev/project/tryotel-web-b2c/)
12:20:39	161804/161804	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-2780c%22	https://tamalsen.dev/wp-content/uploads/2021/03/Website-Welcome-2019.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/03/Website-Welcome-2019.jpg	(from https://tamalsen.dev/project/kananaskis-nordic-spa-website/)
12:20:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jul%202024%2016:20:42%20GMT	https://tamalsen.dev/?p=218041	D:/new-22-24/tamalsen.dev/index240b.html	(from https://tamalsen.dev/project/tryotel-web-b2c/)
12:20:39	118995/118995	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-1d0d3%22	https://tamalsen.dev/wp-content/uploads/2021/03/Partner-Promotions.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/03/Partner-Promotions.jpg	(from https://tamalsen.dev/project/kananaskis-nordic-spa-website/)
12:20:39	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jul%202024%2016:20:43%20GMT	https://tamalsen.dev/?p=218006	D:/new-22-24/tamalsen.dev/index97c1.html	(from https://tamalsen.dev/project/kananaskis-nordic-spa-website/)
12:20:41	257730/257730	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-3eec2%22	https://tamalsen.dev/wp-content/uploads/2021/03/Website-Mockup-2.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/03/Website-Mockup-2.jpg	(from https://tamalsen.dev/project/kananaskis-nordic-spa-website/)
12:20:41	533284/533284	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-82324%22	https://tamalsen.dev/wp-content/uploads/2021/03/ahigherthought-web-ui.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/03/ahigherthought-web-ui.jpg	(from https://tamalsen.dev/project/a-higher-thought/)
12:20:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jul%202024%2016:20:45%20GMT	https://tamalsen.dev/?p=217988	D:/new-22-24/tamalsen.dev/index6632.html	(from https://tamalsen.dev/project/a-higher-thought/)
12:20:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2022%20Jul%202024%2016:20:45%20GMT	https://tamalsen.dev/?p=218037	D:/new-22-24/tamalsen.dev/index006f.html	(from https://tamalsen.dev/project/all-the-roads-of-chittagong/)
12:20:42	2520263/2520263	---M--	200	added ('OK')	image/jpeg	etag:%2261b38227-2674c7%22	https://tamalsen.dev/viz/geo/all-the-roads-of-chittagong.jpg	D:/new-22-24/tamalsen.dev/viz/geo/all-the-roads-of-chittagong.jpg	(from https://tamalsen.dev/project/all-the-roads-of-chittagong/)
12:20:44	251263/251263	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-3d57f%22	https://tamalsen.dev/wp-content/uploads/2021/03/all-the-roads-of-chittagong-1920x2748.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/03/all-the-roads-of-chittagong-1920x2748.jpg	(from https://tamalsen.dev/project/all-the-roads-of-chittagong/)
12:20:45	78025/78025	---M--	200	added ('OK')	image/jpeg	etag:%2261b38222-130c9%22	https://tamalsen.dev/wp-content/uploads/2021/11/all-the-roads-of-chittagong-cover-1024x768.jpg	D:/new-22-24/tamalsen.dev/wp-content/uploads/2021/11/all-the-roads-of-chittagong-cover-1024x768.jpg	(from https://tamalsen.dev/portfolio-category/data-viz/)
12:20:45	123/123	---MCZ	200	added ('OK')	text/plain	date:Mon,%2022%20Jul%202024%2005:53:18%20GMT	http://tamalsen.dev/robots.txt		(from https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_4495385686853ab78c48d1389e3a5aa0.css)
12:20:46	2007/2007	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22dcc3618f6a37c0aa808c828a9f680d9f-gzip%22	https://tamalsen.dev/portfolio-category/data-viz/feed/	D:/new-22-24/tamalsen.dev/portfolio-category/data-viz/feed/index.html	(from https://tamalsen.dev/portfolio-category/data-viz/)
12:20:47	12136/12136	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261b38224-2f68%22	http://tamalsen.dev/wp-content/plugins/slider-revolution/public/assets/fonts/revicons/revicons.eot?5510888	D:/new-22-24/tamalsen.dev/wp-content/plugins/slider-revolution/public/assets/fonts/revicons/revicons90c6.eot	(from https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_92688ecb6f8d88509a04b1b8517d1088.css)
12:20:50	123520/123520	---M--	200	added ('OK')	font/woff2	etag:%2266830871-1e280%22	http://tamalsen.dev/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	D:/new-22-24/tamalsen.dev/wp-content/plugins/happy-elementor-addons/assets/fonts/happy-icons.woff2	(from https://tamalsen.dev/wp-content/cache/autoptimize/css/autoptimize_92688ecb6f8d88509a04b1b8517d1088.css)
